,0
0,1.5616554054054055
1,1.7312734082397003
2,0.9126357354392892
3,1.4244992295839753
4,0.7296764009471192
5,1.1032219570405728
6,1.0352743561030235
7,1.141358024691358
8,1.44453125
9,0.8261840929401251
10,0.8053135888501742
11,1.6508928571428572
12,0.4795124481327801
13,1.680909090909091
14,0.9217347956131605
15,1.0800233644859814
16,0.6146941489361702
17,0.6679913294797688
18,1.5967184801381693
19,1.4839486356340288
